text,target
"Los maestros siempre vienen conmigo a hablar mal de otros maestros. Los niños, a decirme quién les gusta. Mi única respuesta: ME VALE VERGA.",0
"Aquí te dejo un: ¿qué tal te va? Pinshe putita, porque sé que me lees. 😇",1
"Casual cuando la haces enojar empiezan a subir que ya tienen otro y que están locas por ese nuevo wey, hay de dos o son pendejas o muy putas",1
@USUARIO Que pendejo Así l hablas a tu puta madre,1
Gracias nunca lo pude ver en casa...Y lo buscaba como loca en Netflix...vamos a reír.,0
@USUARIO @USUARIO @USUARIO @USUARIO Chinga a tu perra wila madre,1
"Me puse re gorda, tengo que hacer dieta",0
LA PUTA MADRE GOOOOOOL PUTAS,0
Ya valió verga mi tiempo libre. Alguien pongale pausa a mi vida.,0
@USUARIO Que se lleven a su madre .. a ver que se sienten  hdp,1
"Ya a cenar, @USUARIO se discutió, mi señora madre, provechito",0
Mamando su propia verga en el parque  Mas gratis en ►,0
Es cierto que las cosas hay que pedirlas de buena forma pero no de una manera marica y cae mal☺,0
"MARICA ESTA SONANDO CITC EN EL TRANSPORTEEEE, PAREZCO LOCA CANTANDO SOLA ❤🙋",0
"Mujeres todavía llamando zorras/putas a otras mujeres, aprendamos de nuestros errores",0
"Se busca PHP dev con AngularJS, que sepa vivir de puro pan y verga porque solo pagan 6mil al mes #VacantesMalas",0
"Eres gorda cuando usan lo del peso como último recurso, sabes que no tienen nada más.",0
Está algo loca; y sonríe como si supiera reparar los corazones rotos.,0
Yo toy viendo como se agarran a fregasos:v Ando cansao Putos v:v,0
Quién me limpia la verga? Ya la traigo bien olorosa y llena de queso. #esmegma #smegma,0
Vrg que feas botas.,0
Arroba Renato Francis Todo haces mal otra vez 😭💔Quiero partirles la madre a todos wey 😡💔 #KCAArgentina #ReggaetonLento #HeyDJ,1
"Y si me preguntan que si te quiero les responderé que si, si me dicen que soy una tonta por quererte tal vez sea la verdad",0
Un wey quiso quitar la de Rock DJ afirmando que es para putos. I guess I'm puto then.,0
"@USUARIO No te equivocabas, mi madre y tu tenían muchísima razón, siempre es mejor lo que viene 💚",0
"A las 10 pm de ayer sábado, ya estaba durmiendo. Me encanta mi vida loca.",0
Se inundó bien cabrón por donde vivo y se me hizo súper tarde para el trabajo. :(,0
Leia la primer mujer luchona espacial,0
"Me surrrran sus putas moditas pendejas como: ""huevo con catsup""""Valentín Elizalde"" ""club de cuervos"" , etcétera, etcétera.",0
"@USUARIO Así parece, Monreal fundara su partido PRIETA y todos felices y contentos $$$.",0
#SoyEsaPersonaQue Todos la mandan a chingar a su madre cuando se les da la gana.  Putos todos alv,0
"La deuda del 76 de 80milMDD  ahora es de 800milMDD , y dicen que es lo correcto!,algunos creen eso ! No mamar !",0
Eduardo Yáñez golpea a reportero | Ventaneando mira el maricon de Eduardo,1
"Hay chicas que antes eran feas y ahora son unas diosas, en cambio yo soy fea y cada día empeoro más.",0
"Y si veo Coco y lloro les vale verga, dejen de mamar, y si está bonita CÁLLENSE EL PENDEJO OSICO. #lomismopasoconToyStory3 #ultramamadores",1
"No seas pinshi joto doble moral, @USUARIO  Te odio tanto, pero tanto tanto",1
"@USUARIO que mala atención tienes, en ags. tengo más de 3 horas q pedí agua y no me traen. Pero así son buenos para cobrar HDP.",1
"Te canto las de la oreja de van Gogh a todo pulmón, mano, soy un metalero marica.",0
Ya quiero acabar mi trabajo para hacer ejercicio y dejar de ser una gorda universitaria. 😭,0
"YA SE QUE NOS AMAS Y QUE SIN NOSOTRAS NO VIVES WEY, O SEA TE VAS A ARREPENTIR MARIQUITA.😏💗",0
"Chiste, chiste... Cuál el el colmo de un joto? Andar con un mecánico, y que le truene la reversa... #haypiores",0
"Comrpobado, a las personas las buenas siempre les pasan cosas malas o muy feas que no se merecen.",0
"Ya se me está haciendo costumbre desayunarte en las mañanas, un día de estos me pondré bien gorda.",0
"Ahora proceso a marcarle a todos mis ex y a los que me mandaron a la friendzone, para que vean lo que se perdieron 💅🏼",0
CHINGUEN A SU MADRE PUTOS! @USUARIO @USUARIO #Holanda,1
Consejo del día: Se feliz! Eso atrae miradas y vuelve loca a la gente. 😉 Buen dia!: me siento bendecido,0
@USUARIO Chupame la pija aaaa jajajajajaja queres ver si soy traba hdp,1
Hay niñas que con escucharlas hablar se si son putas o no. 😂,1
Ir a la sala VIP a ver IT y que nos toque una pinche excursión de morros idiotas de *maternal* secundaria (?) con maestras ultra tontas,1
Con tu verga gorda!! Me tallo mis nalgas😊😊,0
Si voy a regresar más gorda pero amo compartir estos momentos de obesidad con mi prima favorita❤️❤️,0
"¿SERÁ POR QUÉ NUNCA ME PUTAS HABLAS?, AHÍ SI SE PIERDEN LOS VALORES PENDEJA",1
"@USUARIO Se llama karma, te la mereces por ser tan pendejo o pendeja, así que chinga a tu madre y deja de hacerte la puta víctima, maricon.",1
Me sorprende que la gente diga que soy mamón cuando soy a toda pinche madre putos.,0
"Vivo todos los putos días esperando un nuevo video de bromas telefónicas, son mis favoritos, gracias puto crack!!!!!😍",0
"@USUARIO me pareció jocoso/triste/surreal/irrespetuoso/cagado, justo como esta agridulce gran chinampa",0
"He decidido viajar en el tiempo hijos de sus putas madres, justo el día en que las mujeres eran menos putas, y no tenían de idolo a Bajenny.",0
Acostumbrándome a esta madre llamada escuela 😩,0
"@USUARIO 10m.... Jajaja!. Esperando acá en mixcoac ya más de 1 hora. Como siempre, los chóferes saltándose calles. Que hdp",1
"Y que putas, haces en el teatro de la paz. Yo la última vez fui a ver a Jaime Maussan",0
@USUARIO Así como esta chivando a si madre las Chivas sin habrá ni un partido😂😂😂,0
"Los Bancos hoy estan para llorar, fila de una hora.  No Mamar!",0
"Fueran serias o súper tontas, había un comentario de ella.🙈",0
Disfrutando de los obsequios de la madre tierra emientras escucho a @USUARIO .,0
"Que bien te ves con esos filtros, hasta pareces albina ¡Hija de tu puta madre prieta!",1
"Y que yo diga que escuchar coldplay es de putos, no quiere decir que tengas que sufrir por ello.",0
"Las feas SIEMPRE van a ladrar por feas, pero ni snap les ayuda 😜😉 #Traumada #NacayFea en Penipak <URL>",1
Es como si yo digo que para que traen a radiohead si da un chingo de hueva su música a mi parecer y no aportan ni madres. Obvio no,0
Conociéndome cagado que si la cagué 😂😂 malditos blackouts.,0
¡VAYA! Hasta que este hijo de su maldita madre de osorio hace buenos cambios.,1
Putos ecuatorianos &gt;:v no es mundial si no va Argentina,1
¿Por qué las fotos de nalgas y chiches generalmente van acompañadas de una frase motivacional? No hay necesidad. Puteen sin mamar tanto.,0
Quiero ver los millones que ganan los reggaetoneros alzando su país no gastado en putas y joyas como muestran sus videos. <URL>,0
"""Nunca putas se dio cuenta."" Un epitafio que diga.",0
No se xq todo el mundo esta mamando con los 280 caracteres otra vez,0
Doy por hecho que mis calificaciones de primer parcial estarán más que feas,0
"Putos vaqueros, crei en ustedes y me salen con esas mamadas.",1
yo soy una buena persona SIN MAMAR ok? así que yo no se porqué pitos me pasan cosas tan de la verga,0
@USUARIO como van a estar de fiesta los edos afectados? (chps-oax) por la ayuda de la q  hablas? Dices mierda ante el micrófono HDP!,1
"Amigo, déjame decirte que si no se lo chingaban, igual su fama iba a valer verga en máximo dos años. Abrazo.",0
"LPTM quiero salir de todo, putas crisis existenciales",0
"Ya borre mis tweets intensos, es que si me stalkea 😂  Que oso! No te preocupes, no estoy tan loca  😙",0
@USUARIO Lo más cagado es que era onda Oscares o algo así. Vestidatzo y taconatzo. 💁🏼,0
LA PUTA MADRE SE PINTÓ EL CABELLO DE AZULLLL,0
"BEN POR FAVOR , ME SIENTO extra marica por este tipo  de comentarios...AY gracias wey&lt;/3.",0
@USUARIO @USUARIO Jajajajajaja y para que le hablas a tu camote?,0
"A veces, #CuandoSuspiroEs por alivio de no haberla cagado.",0
Así mi mood laboral de hoy... no entiendo ni madres,0
"@USUARIO Si sus padres se fueron es por que el GOBIERNO LES METIA LA VERGA, que regresen, Y LES SEGUIRAN METIENDO LA VERGA Y A SUS HIJOS DE SUS HIJOS",1
"Toda su adolescencia fueron putas tomando pastillas anticonceptivas, abortando y luego a los treintas se quejan de que no pueden tener hijos",0
@USUARIO Y que estoy viendo la serie de Lupe D'Alessio. Y sus pelucas son muy feas y tristes.,0
Tu amiga la ojos de caca jajaja sería pendeja enana naca &amp; gorda 😂😂😂,1
Sí ya saben q es putito... Para q van a rogarle una entrevista.,1
De esas veces que @USUARIO decidió hacer más feas las playeras del futbol mexicano con su mega parche @USUARIO 😬,0
ya putos tirenles un oscar que son re buenos actuando #PedaRumboARusia,0
NO SE PUEDE CREER. ESTAMOS MEADOS POR UNA MANADA DE ELEFANTES. LA CONCHA DE SU MADRE,0
"Oigan, ya se están mamando con eso de no votar porque nos quitaron votos",1
"¿CUÁLES SON LOS PUTOS HATER DEL CANAL DE DALAS?  ya se TODOS LOS PUTOS BASURA DE SU CANAL,@USUARIO  CABRÓN  BESOS😚🤫😚😚😚😚",1
Q lindos y sexis piesitos q se antoja mamar chupar y disfrutar,0
"Ahí sí está bien de la verga, para que veas y ni cómo decir otra cosa.",0
@USUARIO Pero soy tu tonta &lt;3,0
Siempre que regreso de coatepeque regreso más gorda jajajaja 😂😂,0
"@USUARIO @USUARIO @USUARIO Cállate tu infeliz gusana, lameculos de los gringos...",1
#HoyVoyACambiar neta que mal se portaron con la gorda los hijos de Lupita,0
"El ser irresponsable, inmaduro, maricon y arrogante deberían de ser habilidades. Tantas cosas juntas no son posibles!",0
Fragmentado... con tantas putas cuentas alternas 😹 #PelículasDeITodolo,0
"Uy no, al Poncho le tiene prohibido hablarme jajaja y Lalo es súper ultra marica",1
El joto de @USUARIO me reportó y enseguida me blokeo!,1
Habría preferido ver tanto tatuaje chileno en el mundial y no putos argentinos.,1
Este fin iba a ser mi regreso (por fin) a Irapuato ☹ iba porque soy una mujer luchona que no quiere faltar un día a su trabajo,0
😍😍Cuando #JIMIN arruga la nariz es simplemente ADORABLE 👌 #지민 #Army #방탄소년단 @USUARIO  JPao🍑 <URL>,0
Deliciosa para mamar su panochita y sacarle su miel,0
Mi gata muerde el calzado como si fuera un perro y maulla con sonidos de paloma (?,0
ustedes son los que provocan el pinche desmadre si ya cierran y no avanzan para que putas vuelven a abrir las puertas #LB,0
"La verdad hasta MARICON se vió, dando cachetadas y a traición, es u…",1
@USUARIO No le entiendo a esta madre jajajaja 😂 pero ya estoy aquí PP ❤️,0
Se acabo una amistad de 7 años por 50 putos pesos 🙄🙄🙄,0
"Les llevamos una vida a estos brinca canchas en el historial, dejen de mamar 4margos.",0
Tan pinches feas series que se pasan reimprimiendo en México y en E.U. es la mejor época para las reediciones de clásicos.,0
En un día hice todos los putos corajes que no había hecho en una semana.,0
"Me encanta, lo odio, me pone roja y luego lo quiero mandar a la chingada... Ahh el amor ❤🙈",0
"Me siento como puto dando me encorazona, menos a las mujeres ella les doy lo que quieran",0
"Es la opinión de la morra y la respeto. ME PARECE QUE ESTÁ DE LA VERGA, pero la respeto.  Es mi opinión y ctm si no la respetas. <URL>",0
Ahora si a chingar a su madre la fecha FIFA y ahora si a disfrutar de nuestra gloriosa Liga MX.,0
Marica en el taxi que vengo está sonando Havanaaaaaa ❤,0
@USUARIO UN P.A.R.A.S.I.T.O.   EN TODA LA.EXTENSION DE LA PALABRA..UN VIVIDOR HDP...,1
Pendeja eso es lo q trato de decir en sarcasmo o biseverza,1
"No dejar que nadie cague tu día, que chinguen su madre. 💆",1
Lo que yo siento por vos San Lorenzo esos putos del verde no lo van a entender🎶🎶 DOMINGO APURAAA!!,0
"Por qué putas cambias tu foto del #WhatsApp a cada rato?, en una de esas te voy a mandar porno y no va a ser mi culpa",0
¿Apoco si me veo bien loca si le digo que hoy cumplimos un mes de conocernos? ❤️,0
¿Por qué mierda retwittean mi post fijado las putas que hacen sexcam?,0
Putos cólicos alv... a ver si publicándolo se me quitan.,0
Aqui a alguien que le debe valer verga lo que otras personas digan,0
Encontré conversaciones de cuando me mandaron a la friendzone😂,0
"El wey de ciencias políticas ya me mandó a la verga, qué novedad.",0
Mi vecina me acaba de despertar con su música a todo volumen.  Ya se la cargó la verga.,1
"Ampliación: La salida a final de mes del juego coincidiendo con la fecha de cobro de mi madre, clave en la negociación.",0
A esta hora cualquier ruidito me pone loca. Hasta los ronquidos de Pedro.,0
"Aiiiiiñ, mi hermanito no es joto ☹️sólo que dice que no le gusta caminar entre tanta gente 😂 como quiera te amo Oma…",0
Me acaban de decir que la mitad de mis tuits se pueden citar con el hashtag #QueTeValgaVerga. Y sí. Pero pues que le valga verga.,0
Ya me canse de ser gorda!,0
#Rajoy en problemas. Si negocia como le dice Europa sus seguidores lo tacharán de maricón. Eso le pasa por recurrir a las hordas fascistas.,0
"a quien le va @USUARIO , que no ha hecho?, Es una verga parada que no le da crédito a nada, solo a sus músicos y sus opiniones",1
Y ya no están en la pinche edad para andar leyendo LAS PINCHES PUTAS DIAPOSITIVAS DE LA VERGA CHINGADAMADRE,0
"Me estresan, tanto pinche viaje internacional y la verga, ¿Y no pueden pagar un Taxi, el transporte del aeropuerto o un Uber?  :v",0
Me caga cuando me la hacen de pedo ... Luego luego me voy a los putazos y me terminan dando en la madre jajaja,0
"Como cuando encontre en su comestiquera mi gloss, y despues en su cajon mi aceitito de argan jajajajaja que puto oso.",0
"No mamen, ya ni para putear me alcanza el tiempo, vale verga.",0
FELICIDADES PUTAS RATAS PRIISTAS POR FIN LOGRARON UN PRIMER LUGAR EN ALGO AUNQUE SEA EN LO PEOR LADRONES,1
"¿Alguna vez han tenido ilusiones que son demasiado tontas como para morir? La ilusión se aferra a seguir viva ahí en la mente, en el kokoro.",0
"esa niña esta loca, ni le hacen falta xD ...y quiero ir a verte bro, necesito tanto un break, pero las ventas están mejorando!",0
"Son tan putos que no se bajan del carro, como si se ponen pendejos con sus coches, y cuando les cantas…",1
"Se me rompieron los putos lentes, ya solo falta que me caiga un rayo",0
Me estoy muriendo de sueño y frío Y como tengo frío no puedo dormir Y comotengo sueño no puedo poner más cobijas Que pasa con esta vida loca,0
Alguien les manda saludos ;) #gay #bigdick #sex  #alaorden,0
"Solo calmantes montes, alicantes pintos, pájaros cantantes y se arma la gorda en un dos por triquis.",0
"@USUARIO Ya se wey, es un putazote por todos lados. Villeneuve es un maestrazo y su director de fotografía merece todos los putos premios del mundo",0
"Dime si me estoy volviendo loca, dime por favor que a ti te pasa igual.",0
Pinches inglecitos putos tirándose como sudamericanos para perder tiempo.  @USUARIO eres un crack. #FIFAU17WC 🇲🇽,1
"Si me ven en la calle no me juzguen , les juro que si planché mi camisa pero solo de verla se arruga 😑",0
"Pablo y yo somos una verga para eso de la tarea. A eso le llamo yo, trabajo en equipo 😂",0
CACHONDO HETERO ENGAÑADO MACHIN #VERGON #CHACAL #mayate #grindr #manhunt #macho #Verga,0
Mi prima la gorda hablando de la arquitectura del restaurante #nomamar #nosvalemadre,1
"@USUARIO @USUARIO @USUARIO Me caga que #amlo no confronte a los putos políticos YA a los vergazos,YO estoy puesto pa darme en la madre, urge fusilar a uno de esos ogts",1
Gracias chiquita te quiero Machín Ary y NO SOY JOTO,0
MARICA FALTAN 2 DÍAS PARA ÉL ESTRENÓ DE REGALAME!! 😻😻 @USUARIO   la vas a romper como siempre papi🔝,0
"Si ya despertaste a alguien llamándole por teléfono TRES PUTAS VECES no dices “te dejo dormir, bye” porque ya lo pinches despertaste 🤦🏻‍♀️",0
La nueva actualización de WhatsApp está con madre! 👏🏻,0
La falta de amor es la mayor pobreza: Madre Teresa de Calcuta #HQC,0
La misma situación cuando te hacen el feo por ser la mujer del equipo. Feo porque putos. Bonito porque no trabajo de más (?),0
"Me cagué de calor encima estaba cerrado el negocio, hdp.",1
"‼ En el sitio también se atendió a la madre del joven en moto, quien se desvaneció al ver lo ocurrido",0
"En su pinche rancho se nos respeta, hijos de su Tica madre @USUARIO #PuraVida #CostaRica",1
@USUARIO Lo más cagado es cómo piensan que si son mucho más creativos que las generaciones anteriores; están convencidísimos. 😂😂😂😂,0
"@USUARIO Chingas a tu madre Anaya rata de mierda tu y tu familia, sólo para eso quieren el poder, bola de corruptos todos los partidos son lo mismo",1
me levante a buscar comida y me di cuenta que mi mama puso una foto con mi ex en la hELADERA QUE CLASE DE MADRE ERES,0
"A las feas dudo mucho que las quieran violar, ni siquiera un taxista de sitio, bájenle a su pedo morras.",1
mis papas me ven como loca por que no paro de llorar diles que no me vean asi😢,0
"Tu loca manía ha sido mia solo una vez.. dulce ironía, fuego de noche nieve de día..",0
"Se aperraron por los lugares para las practicas y me quedé valiendo verga, pinches perros alv",1
Grandes cosas se vienen y tantas emociones que me voy a volver loca ❤⚡❤,0
@USUARIO @USUARIO Cagado como los fanáticos d Juanita andan chillando. No hace mucho iban a ser parte del PANis…,0
@USUARIO @USUARIO @USUARIO Jaja entonces huachiculero es tu padre? Ah mira cada raza de animales que salen ... Deja de mamar chamaco pendejo!,1
Justo como me gustan las putas espero pode enterrarte la Verga pronto,1
"@USUARIO yo tambor pero digo oigan no sean cab.... gachos apaguen el aire no y me dicen de cosas angela , que…",0
"Creo que estoy medio loca. A cada rato me invento cosas que hacer, maestría, curso en línea, discurso, columna, clases danza, concurso y +",0
@USUARIO @USUARIO Lo mismo nos pasa a una.... nos cambian  feas e interesadas :'(,0
"@USUARIO No pues cada quien sus cubas, no digo que esta mal, al contrario; lo más cagado es curarles sus crudas.",0
@USUARIO Esta increible cabron,0
"Existe un límite entre ""el peatón tiene la preferencia"" y entre el ""me vale madre por dónde me cruzo"".",0
Que bonito que por una parte ya te valga verga todo,0
"Solo vengo a recordarles que todos en esta mesa me la pelan a la hora de tomar. Gus, 2X años. Le gusta tomar.",0
"Una mujer que es cabrona de verdad no lo anda pregonando, maneja un perfil bajo y en el momento oportuno te da en la madre si es necesario.",0
"Ya desayuné, ya me bañé ya salí de casa ¿Qué falta? Por que también ya ando valiendo madre.",0
@USUARIO Primero te dices prieta y ahora te sientes europea 🙄,1
"Dios es como la más amorosa madre que cuida de tí con gran devoción, ternura y cariño! Su pasatiempo favorito es consagrars…",0
¿30 días de bloqueo en Facebook solo por un insulto? No seas joto Mark Zuckerberg.,1
¿Qué sabrá de amor cupido? Si no a cogido con putas.,0
Recuerdo que el profe Tama (casi desconocido en Acapulco) que también es su mejor amigo me abrazó y como pinches putos nos pusimos a llorar.,0
@USUARIO No puede más de hdp! Sujeto servil y despreciable. Él es tan responsable como gendarmería. #Autor y #Encubridor.,1
"@USUARIO @USUARIO La triste realidad d nuestro pais, mientras el hdp d @USUARIO  viaja en helicoptero y se chinga millones d pesos con el ojete d @USUARIO",1
"Personas que cada que regresan, alteran y vuelven loca tu vida tranquila y relajada.",0
#ConSalvadorIglesias habrá putas para todos!!! Yeii,0
"Que no mame el guey ese, primero andan de amarra navajas y luego sale con la jotería  de secuelas po…",1
HIJOS DE PUTA MISERABLES OJALÁ OS QUEMEN LAS PUTAS OFICINAS HOY SIMIOS,1
Y que todo a sido mentira lo que esa golfa dice!,1
@USUARIO @USUARIO @USUARIO @USUARIO Los lameculos siempre defendiendo al que les da el hueso y además creen que todos son de su condición para putas tu puta madre es la líder!,1
Panama e Islandia van al mundial.. PIZZI HIJO DE 3000 MILLONES DE CAMIONES DE PUTAS,0
"Sí no me vuelvo loca con el balance general, me voy a volver loca con ANOVA.",0
Me toco escuchar como mando a la chingada a la vieja que hacía que muriera de celos. Y la cual me nego que no tenía nada con ella.,1
"Pues no sé ustedes pero con 30,000 pesos te alcanza para un par de putas y muchos Captain Morgan, no sé qué se quejan.",0
Ya nada más faltan:  Septiembre 🎉🇲🇽🍻  Octubre 🎃🎈👻 Noviembre 💀🎉 Diciembre 🎄🎅🏼🎁 Y a chingar a su madre el 2017.,0
Me estoy volviendo loca con todas las delicias oaxaqueñas que  compro mi mamá,0
"Un grito desde Colombia por las mujeres, Mis respetos Linis Poleth",0
"Cuando después de 6, 7 preñadas le regresas el favor a tu cabron... preñándolo rico... @USUARIO que rico culo cabron!…",0
luego veo a alguien jugando bien un tanque y me paso la partida diciéndole que es el puto amo y que me agregue a amigos,0
Hay veces en los que soy tan mamona que hasta yo misma me caigo gorda 😈...,0
"Porque esas modas de ser fitness también son tontas. Es bueno estar en forma, pero no como moda. Si no te nace, no lo hagas.",0
"Me acaban de partir la madre, catastróficamente, con una felicitación en fb",0
ya quiero que sea mañana que este libre de pendeja tarea para contarle TODO a valeria,0
Una #madre #cristiana fiel e inteligente puede transformar al mundo a través de la vida de su hijo a quien guía cada día con tanto amor. 💞,0
Que pedo con las niñas de 15-16 son más golfas que las niñas de mi edad? Que esta pasando aquí?,1
Para ustedes mis bebés hermosos quiero sus mensajes en privado con su verga 😝😝😝😘😛😋😋😋😏😏😏😏,0
@USUARIO Bajate pero a mamar mi verga no pares que te quiero hacer romper tu culo a vergazos,1
¿Que putas con la peli de Scooby-Doo! en WWE? estoy flipando.,0
Mi perro se llama GATO porque me cagan los pinches perros pero soy alérgico a los putos gatos,0
"Neta, de la manera más atenta; vete a la verga @USUARIO",1
ya va a empezar a mamar la gorda @USUARIO medranoazteca,1
Las cosas se comienzan a poner feas cuando se empiezan a sentir ausencias en la familia.,0
"No se que pensar de este semestre pero estoy 50% me doy de baja, 50% hay profesores a toda madre y chidos en lo que saben hacer",0
La gente que se levanta desde las 8 am para valer verga es la que mantiene a México en movimiento,0
"Si no quedé loca con mi examen de biología molecular, lo haré con el compilado de Lovecraft que compré hoy",0
"Me espera una semana loca y yo twiteando, deberían quitarme el internet.",0
A tirar mis putos feliz noche  <URL>,0
Si quieres hasta me puedes dejar tu numero de contacto para que te avise cuando me dejes de valer tanta verga.,0
"Ya no estamos para perder el tiempo. Si te gusto dime... Igual te voy a mandar a la verga, pero dime.",0
"Nada más marica que esto, váyanse a un hotel y chupale su mion.",0
"Infantino se ve que si quiere a Me$$i en el mundial, dos putos robos enormes. Qué lástima que ""el m…",0
@USUARIO @USUARIO Alos que juegan en europa bola de pendejos nomas se miran como imbeciles diciendo europeos putos chilangos que manejan esta pagina asquerosa,1
Para que un detalle si les vale verga! #QuedenseSolas,0
Seguir creyendo en que no te pasas de verga es mi mayor medalla.,0
Amores como amanecieron. Yo con unas ganas locas de tener una rica verga en mis hoyitos,0
Ya va a ser 2018 y yo sigo cayendo en videos de putos gemidos,0
Aunque las digo lo suficientemente frecuente como para tener que moderarme enfrente de mi madre o mi abuela.,0
"@USUARIO Deberíamos darle el título de ""Mamá Luchona 2017""",0
Amo a esta cabrona! Estas son mujeres chingao!!😍 <URL>,0
Tengan tantita madre ya dejen de estar criticando hijos de puta tenga respeto putos,1
Me estaba contando que con tantito mandó a la chingada a la señora con quien vivía.,0
Ya hasta miedo dar hacer un comentario y que una muchacha te diga cosas feas. Me dan miedo :(,0
Te vas a chingar a tu madre pinche estupido pendejo!!! 💔,1
"Por mis horarios de trabajo, para mí, pasando el Martes, prácticamente chingó a su madre la semana 😎",0
Ahí si se va a voltear el joto de Maluma... 😂 #LaVozMexico,0
ACABO DE TERMINAR LA PRIMERA TEMPORADA DE RIVERDALE Y NO ESTOY BIEN AAAAAH QYEDÉ LOCA,0
Yo no entiendo nada jaja ojalá se repitan todos los putos partidos de la #concacaf y que los árbitros sean europeos #EliminatoriasRusia2018,0
"Cómo quieren que usemos uber, si apestan igual que los putos taxis ya 😭🤢",0
Me fascina tu rica verga papasito estás bien bueno cógeme,0
"Si no es el segundo piso, es Ruo San Joaquin... ya estoy hasta la madre del tráfico!!!!",0
Yo tampoco a la verga te pasas de verga te pasas de verga conmigo a la verga que putas te estoy diciendo o que entonces que estasmamando alv,0
Aquí extrañando a alguien que claramente le valgo verga.,0
"Yo como diseñadora, me mandan un copy para que haga algo así y les armo el drama de sus putas vidas.",0
Hoy en Chicasyescorts Samatha Nalgona- Aguascalientes,0
"Jajajaja claro que si, somos unos mocos es obvio que ya habían empezado a rt y a joder 😂😂😂 ni aguanta nada el maricón",1
Que se meta con uno de su tamaño! Que joto ese wey!,1
"Cogen con todos los morros que les parecen ""guapos"" y aún así quieren un novio sincero, romántico y que las respete. Pinches putas ridículas",1
"Como se azotan por la palabra ""verga"", peores cosas los he visto haciendo y diciendo así que no mamen",0
Jajaja es que amaba mi cabello rojo no se que putas hice 😖😣😣,0
"@USUARIO En ese puto estadio debe haber enterrado por ahí un jersey o de los Cowboys, Giants, Rams o Packers.",0
@USUARIO Actúan como que a nosotros no nos tocaron caricaturas feas,0
Las emociones no expresadas nunca mueren. Son enterradas vivas y salen más tarde en formas más feas.-Sigmund Freud.,0
Tantos putos oxxos y en ninguno tienen tarjetas de Steam y Spotify 🙄,0
"@USUARIO De la verch, ya no compres maruchan estaban feas!!!!!!!",0
"Obvio los odio porque  siempre hay camiones en mi casa tapando la cochera, ruidi todas  las mañanas incluso peor los putos sábados  anyway",0
Aquí a la damita sí le gusta decir verga. Sin albur,0
5 días sin servicio de internet. 5 putos días y no dan solución. Luego porque terminan odiándolos.,0
#miprimerasaltoconDelMazo Hoy de indios verdes a Tecámac. Ya me habían dado más de 3 meses de tregua las ratas HDP.,1
#Video Pareja gay es agredida por 20 jóvenes en calles de Argentina,0
Dame dame todo el puwer pa que demos en la madre viva mmmmmmmmexico vive mmmmmmmmexico jajaja se mamo 😂,0
Lloren putos chilenos Jajaja Karma perros🖕🏽🖕🏽🖕🏽,1
Soy una loca por qué vivo en un mundo que no merece mi sensatez.,0
"Si son feos/feas por lo menos tengan carísma, feos y mamones ¿Quién los va a querer?",1
D NarcoPoliticos Corruptos ha Aspirantes a la Presidencia y ha la Gobernatura de PUEBLA Hijos d Mil Putas @USUARIO @USUARIO,1
¿qué putas pasa en Cuerna que no hay corneta? 😡😡😡😡😡,0
Ya los dos putos ancianos los reclama la tierra... politicos hijos de puta...,1
Es de putos maricones tener la app de SkyAlert en tu celular.,1
“Prométeme que me vas a abrazar y no me vas a soltar”.  Alguien que aún no sabe lo loca que estoy.,0
"Perdón si te contestó rápido, yo si quiero hablar contigo hdp",1
"Al final, yo que soy súper marica, tuve un parto súper respetuoso, sin anestesia, rápido y bonito",0
"Báez tú no me puedes decir marica, todos tus tweets son de maricas",1
#NuncaFaltaElQue va silvando en su trabajo y se siente bien vergas y entron 😂😂 COMO VERGA ME CAGAN todos debesmnos ser huevones 😍😍,0
@USUARIO Espero que no se la unica que mientras lo estaba viendo tenia  una sonrisa....como de tonta XD,0
"Oye Joto, alguna foto donde no salgas de a perro, que diga, con el filtro de perro?",1
puta madre y ahora si no es estafa.,0
El tatuador me chuleo bien cagado jajajaja.,0
Fumo fumo y no me arrebato  yo no quiero putas pa pasar el rato🐴🎶,0
Oigan una duda chiquitita ¿para que quieren una relación SI NO LA VAN A PINCHES PUTAS VERGAS RESPETAR?,0
"Primero @USUARIO miente, luego paga su spot con recursos públicos y después usa tiempos del INE, no mamar…",0
"Como cuando sabes que te estás saliendo de tu zona de comfort pero aún así te avientas, cuál gorda en tobogán 😬",0
#estadelaverga las #farmacéuticas con sus putos precios de #mierda hoy en día enfermarse es un puto lujo. #delachingada,0
@USUARIO hijo de tu puta madre perra ojala te maten maldito perro,1
"El cráneo de Roberto estaba hecho pedazos cuando fue encontrado por su madre, fundadora de Las Rastreadoras",0
"Todo el puto fin de semana no quise comer nada y hoy que ya no está mi mamá, me muero de hambre",0
¿De qué película loca hablan? ¿Podrían compartirla conmigo? :),0
@USUARIO :( esta cañón vivir con tantas cosas feas,0
"Ya soy ese tipo de amiga que solo se escucha que grita: putas, putas para todos. #SorryNotSorry",0
"Que mierda tan awkward hablar con Manolo Cardona holandés, no sé ni que putas decirle.",0
@USUARIO Chingas a toda tu reputa madre pinche gringo acomplejado lastima que tu gente no te deja solo si no te partiría toda tu madre por pendejo,1
Gorda hipócrita,1
"Desde hoy declaro mandarlo a la verga por siempre.  Me cagas, me cagas, me ultra mega cagas 😠",0
